pl_name,pl_letter,hostname,hd_name,hip_name,tic_id,gaia_id,default_flag,disc_pubdate,disc_year,discoverymethod,disc_locale,disc_facility,disc_telescope,ra,dec,glon,glat,elon,elat,pl_orbper,pl_orblper,pl_orbsmax,pl_orbincl,pl_orbtper,pl_orbeccen,pl_eqt,pl_occdep,pl_insol,pl_dens,pl_trandep,pl_tranmid,pl_trandur,sy_umag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gmag,sy_gaiamag,sy_tmag,pl_controv_flag,st_metratio,st_spectype,sy_kepmag,st_rotp,pl_projobliq,x,y,z,htm20,pl_rvamp,pl_radj,pl_rade,pl_ratror,pl_ratdor,pl_trueobliq,sy_icmag,rowupdate,pl_pubdate,releasedate,dkin_flag,pl_imppar,pl_cmassj,pl_cmasse,pl_massj,pl_masse,pl_bmassj,pl_bmasse,pl_bmassprov,pl_msinij,pl_msinie,st_teff,st_met,st_radv,st_vsin,st_lum,st_logg,st_age,st_mass,st_dens,st_rad,ttv_flag,ptv_flag,tran_flag,rv_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,pul_flag,soltype,sy_snum,sy_pnum,sy_mnum,cb_flag,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,pl_nnotes,sy_pm,sy_pmra,sy_pmdec,sy_plx,sy_dist,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,st_spectype_simp,is_rocky,pl_radius_for_esi,pl_esi,pl_hza,pl_hzc,pl_hzd,pl_type
TOI-6038 A b,b,TOI-6038 A,,,TIC 194736418,Gaia DR2 237640407346340736,1,2025-01,2025,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,51.6572691,40.8172704,152.06806,-13.11341,59.73204,21.32167,5.8267311,,0.069,88.96,,,1439.0,,716.0,1.62,0.1274,2459883.058,5.042,,,,,8.406,8.453,8.413,7.994,,9.72957,9.3229,0,[Fe/H],,,,,0.4694903811663382,0.5935672592608486,0.6536487517970572,769711524,23.5,0.572,6.41,0.0357,9.04,,,2025-01-22,2025-01,2025-01-22,0,0.16,,,0.24699,78.5,0.24699,78.5,Mass,0.24604,78.2,6110.0,0.124,,7.94,0.533,4.12,3.65,1.29,0.412,1.65,0,0,1,1,0,0,0,0,0,0,Published Confirmed,2,1,0,0,0,0,0,0,0,0,0,41.3195176,10.3695,-39.9972,5.55363,179.147,10.492,9.913,8.727,8.502,8.445,,0,6.41,0.1260815510451122,0.0510112651696741,,-2.220698937725778,Unknown
TOI-6054.01,b,TOI-6054,,HIP 17540,TIC 392681545,Gaia DR2 474143193821024256,1,2024-11,2024,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,56.337007,60.350917,142.89335,4.40504,69.23812,39.31469,7.49299142,,0.078513,,,,,,529.21,,,2459913.1303,5.5647,,,,,6.604,6.515,6.551,6.683,,7.87799,7.4961,0,,,,,,0.2742081946772025,0.4117337070190408,0.8690714702924197,1723301027,,0.236,2.642,0.01496,,,,2024-12-10,2024-11,2024-12-10,0,,,,,,,,,,,6112.0,,,,,,,1.15,,1.61,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,2,0,0,0,0,0,0,0,0,0,55.1955703,-54.9874,-4.78924,12.5645,79.407,8.575,8.020001,6.988,6.713,6.673,,0,2.642,0.2267804855123368,,,,Unknown
TOI-6054.02,c,TOI-6054,,HIP 17540,TIC 392681545,Gaia DR2 474143193821024256,1,2024-11,2024,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,56.337007,60.350917,142.89335,4.40504,69.23812,39.31469,12.57499803,,0.110878,,,,,,265.34,,,2459919.9199,6.556,,,,,6.604,6.515,6.551,6.683,,7.87799,7.4961,0,,,,,,0.2742081946772025,0.4117337070190408,0.8690714702924197,1723301027,,0.256,2.864,0.01622,,,,2024-12-10,2024-11,2024-12-10,0,,,,,,,,,,,6112.0,,,,,,,1.15,,1.61,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,2,0,0,0,0,0,0,0,0,0,55.1955703,-54.9874,-4.78924,12.5645,79.407,8.575,8.020001,6.988,6.713,6.673,,0,2.864,0.2196957809468388,,,,Unknown
AF Lep b,b,AF Lep,HD 35850,HIP 25486,TIC 94945758,Gaia DR2 3009908378049913216,1,2023-02,2023,Imaging,Ground,Paranal Observatory,8.2 m ESO VLT UT3 Melipal Telescope,81.7699216,-11.9011752,214.37435,-24.04116,80.14319,-35.05939,8030.0,210.0,8.4,50.0,,0.24,,,,,,2456700.0,,,,,,4.915,4.783,4.904,4.803,,6.18644,5.7932,0,[Fe/H],F8 V,,1.01,,0.1400715016794679,0.9684273492604056,-0.206224255658065,-1845960235,,,,,,,,2023-06-12,2023-02,2023-06-12,0,,,,3.2,1017.0509,3.2,1017.0509,Mass,,,6130.0,0.19,,50.0,,,0.024,1.2,,1.25,0,0,0,0,1,0,0,0,1,0,Published Confirmed,1,1,0,0,1,0,2,0,0,0,2,52.1820484,17.0595,-49.3147,37.2061,26.8564,6.854,6.332,5.268,5.087,4.926,F,0,10.05651632213825,,,,,Unknown
PZ Tel b,b,PZ Tel,HD 174429,HIP 92680,TIC 406095880,Gaia DR2 6655168686921108864,1,2023-04,2023,Imaging,Ground,W. M. Keck Observatory,10 m Keck II Telescope,283.2745823,-50.1808952,346.15058,-20.75401,279.51023,-27.17912,44000.0,50.0,27.0,91.73,2450500.0,0.52,,,,,,,,,,,,6.294,6.247,6.275,6.257,,8.09894,7.5947,0,,G9 IV,,,,0.1470395177202818,-0.6232557992963742,-0.7680700416446568,-1660510800,,,,,,,,2023-04-10,2023-04,2023-04-10,0,,,,27.0,8581.36699,27.0,8581.36699,Mass,,,,,,73.0,,,0.2,1.36,,,0,0,0,1,1,0,0,0,1,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,86.8072294,16.3478,-85.254,21.2186,47.0648,8.992,8.43,6.856,6.486,6.366,G,0,20.473188816688936,,,,,Unknown
TOI-6130 b,b,TOI-6130,,,TIC 210083929,Gaia DR2 2736716262948031872,1,2024-12,2024,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,339.2050832,16.8271941,82.42579,-35.24688,347.60288,23.62644,2.392679,42.0,0.036,,,0.036,1750.0,,1150.0,0.64,,2459849.63919,2.42,14.4732,13.7368,13.2175,13.0456,9.627,9.663,9.653,7.92,11.3742,10.9775,10.5581,0,[Fe/H],F,,11.1,,0.894828656699513,-0.3398226796018334,0.2894861336533668,1998367104,145.0,1.28,14.347,,,,,2025-01-22,2024-12,2025-01-22,0,,,,1.05,333.71983,1.05,333.71983,Mass,,,6110.0,0.28,,8.4,0.461,4.19,0.3,1.31,,1.51,0,0,1,1,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,20.7333394,18.5112,9.33846,4.49927,220.882,11.764,11.21,9.966,9.711,9.655,F,0,14.347,0.0638180018341444,0.4956538703058669,,-2.303249910009208,Unknown
HD 101581 c,c,HIP 56998,HD 101581,HIP 56998,TIC 397362481,Gaia DR2 5378886891122066560,1,2025-01,2025,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,175.2563039,-44.4041485,289.89696,16.67814,197.46973,-41.71896,6.20401,,0.0573,87.93,,,747.0,,52.0,,,2460017.114,1.76,,,,,,,,,,7.38399,6.7213,0,[Fe/H],,,,,-0.7119748427085671,0.059081672943841,-0.699715070062285,-345402495,,0.088,0.99,0.0144,,,,2025-01-22,2025-01,2025-01-22,0,0.713,,,,,,,,,,4675.0,-0.343,,2.47,,4.65,6.88,0.65,,0.63,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,2,0,0,1,0,0,0,0,0,0,703.2913273,-660.418,241.799,78.2299,12.7781,8.865,7.77,5.792,5.273,5.101,,1,0.99,0.3195672156346397,,,,Unknown
HD 101581 b,b,HIP 56998,HD 101581,HIP 56998,TIC 397362481,Gaia DR2 5378886891122066560,1,2025-01,2025,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,175.2563039,-44.4041485,289.89696,16.67814,197.46973,-41.71896,4.46569,,0.046,87.78,,,834.0,,80.0,,,2460014.8496,1.77,,,,,,,,,,7.38399,6.7213,0,[Fe/H],,,,,-0.7119748427085671,0.059081672943841,-0.699715070062285,-345402495,,0.085,0.956,0.0139,,,,2025-01-22,2025-01,2025-01-22,0,0.616,,,,,,,,,,4675.0,-0.343,,2.47,,4.65,6.88,0.65,,0.63,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,2,0,0,1,0,0,0,0,0,0,703.2913273,-660.418,241.799,78.2299,12.7781,8.865,7.77,5.792,5.273,5.101,,1,0.956,0.3101692355814694,,,,Unknown
TOI-6383 A b,b,TOI-6383 A,,,TIC 328513434,Gaia DR2 473934011733049856,1,2024-12,2024,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,60.4246951,60.8913677,144.09842,6.09973,71.92166,39.29475,1.79058695,23.8,0.02292,88.8,,0.05,745.0,,51.3,1.26,,2459933.59545,1.54,,,,,11.967,11.86,11.614,9.184,,15.6628,14.4506,0,,M3,,,,0.2401040959823081,0.4230841333411268,0.8736989408300242,390361033,277.0,1.008,11.29,0.2245,10.68,,,2025-01-09,2024-12,2025-01-09,0,,,,1.04,331.0,1.04,331.0,Mass,,,3444.0,,11.9,2.0,-1.487,4.81,,0.46,6.74,0.46,0,0,1,1,0,0,0,0,0,0,Published Confirmed,2,1,0,0,0,0,0,0,0,0,0,65.6691734,41.1336,-51.1905,5.80871,171.319,18.522,16.63,12.985,12.318,12.087,M,0,11.29,0.0983362588633367,2.099244090334198,,,Unknown
NGTS-33 b,b,NGTS-33,,,TIC 97921547,Gaia DR2 5590415817155428224,1,2024-11,2024,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,107.8333348,-35.8505185,247.35039,-11.80099,117.58898,-57.59377,2.827972,90.0,0.048,83.94,,0.0,1991.0,,2620.0,0.19,,2459986.409,2.62,,,,,10.366,10.381,10.508,9.093,,11.3976,11.1007,0,[Fe/H],,,0.67,,-0.2482295996604421,0.7716020359965369,-0.5856725739680966,469154393,383.0,1.64,18.383,0.1146,6.99,,,2024-12-10,2024-11,2024-12-10,0,0.74,,,3.63,1153.71712,3.63,1153.71712,Mass,,,7437.0,-0.11,18.9,,0.772,4.26,0.03,1.6,0.81,1.47,0,0,1,1,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,1,8.1866978,-5.05713,6.43797,2.25521,437.855,11.841,11.604,10.607,10.475,10.408,,0,18.383,0.0505910215328456,1.6971794850584818,,-2.3998041915165533,Unknown
rho CrB d,d,rho CrB,HD 143761,HIP 78459,TIC 458494003,Gaia DR2 1323427759184545536,1,2023-08,2023,Radial Velocity,Ground,Lowell Observatory,4.3 m Lowell Discovery Telescope,240.2600639,33.3001861,53.48367,48.92412,227.17715,52.40991,282.2,0.0,0.827,,2455512.0,0.0,,,,,,2455583.0,,,,,,,,,,,5.24167,4.8248,0,[Fe/H],,,,,-0.4146130570191899,-0.7257182492830044,0.5490255327458031,1280940784,2.2,,,,,,,2023-07-11,2023-08,2023-07-11,0,,,,,,0.06796,21.6,Msini,0.06796,21.6,5817.0,-0.2,,0.8,0.26,4.25,10.2,0.95,,1.34,0,0,0,1,0,0,0,0,0,0,Published Confirmed,1,4,0,0,1,1,2,0,0,0,1,797.5220847,-198.536,-772.415,57.2216,17.4671,6.001,5.40816,4.088,3.989,3.857,,0,2.7849533001676674,,,,0.7455095753834463,Unknown
rho CrB e,e,rho CrB,HD 143761,HIP 78459,TIC 458494003,Gaia DR2 1323427759184545536,1,2023-08,2023,Radial Velocity,Ground,Lowell Observatory,4.3 m Lowell Discovery Telescope,240.2600639,33.3001861,53.48367,48.92412,227.17715,52.40991,12.949,-0.6,0.1061,,2455496.2,0.126,,,,,,2455498.5,,,,,,,,,,,5.24167,4.8248,0,[Fe/H],,,,,-0.4146130570191899,-0.7257182492830044,0.5490255327458031,1280940784,1.14,,,,,,,2023-07-11,2023-08,2023-07-11,0,,,,,,0.01192,3.79,Msini,0.01192,3.79,5817.0,-0.2,,0.8,0.26,4.25,10.2,0.95,,1.34,0,0,0,1,0,0,0,0,0,0,Published Confirmed,1,4,0,0,1,1,2,0,0,0,1,797.5220847,-198.536,-772.415,57.2216,17.4671,6.001,5.40816,4.088,3.989,3.857,,0,1.559120696666651,,,,-1.9808511061947336,Unknown
TOI-1634 c,c,TOI-1634,,,TIC 201186294,Gaia DR2 223158499179138432,1,2022-09,2022,Radial Velocity,Ground,Multiple Observatories,Multiple Telescopes,56.3906096,37.1122803,157.38273,-13.8523,62.53492,16.82251,103.0,90.0,,,,0.0,,,,,,2458905.0,,,,,,8.429,8.325,8.25,8.266,,12.1965,11.0136,0,[Fe/H],,,,,0.4414135046256393,0.6641445589365513,0.603378921382811,1042075105,3.51,,,,,,,2023-07-11,2022-09,2023-07-11,0,,,,,,,,,,,3472.0,0.19,,,-1.578,4.79,,0.45,6.98,0.45,0,0,0,1,0,0,0,0,0,0,Published Confirmed,2,2,0,0,0,0,0,0,0,0,0,82.7492315,81.6429,13.486,28.321,35.2736,14.755,13.217,9.484,8.847,8.6,,0,,,,,,Unknown
HN Lib b,b,HN Lib,,HIP 71253,TIC 294401924,Gaia DR2 6324325225803432320,1,2023-07,2023,Radial Velocity,Ground,Calar Alto Observatory,3.5 m telescope,218.5684823,-12.5170062,338.42026,43.15722,220.17847,2.47906,36.116,,0.1417,,,0.079,234.4,,0.5,,,2457436.3,,,,,,,,,,,9.87882,8.56822,0,[Fe/H],M4.0 V,,96.0,,-0.763279992392494,-0.6086312740899219,-0.2167293829017943,611189742,2.59,,,,,,,2023-08-07,2023-07,2023-08-07,0,,,,,,0.01718,5.46,Msini,0.01718,5.46,3347.0,-0.18,-1.43,2.0,-1.995,4.76,4.4,0.29,,0.3,0,0,0,1,0,0,0,0,0,0,Published Confirmed,1,1,0,0,1,0,0,0,0,0,1,691.3474089,-355.037,593.22,160.114,6.24442,12.922,11.311,6.838,6.262,5.939,M,0,1.7608845415981031,0.6941704486808649,,,,Unknown
MWC 758 c,c,MWC 758,HD 36112,HIP 25793,TIC 73816033,Gaia DR2 3417062653416093184,1,2023-07,2023,Imaging,Ground,Large Binocular Telescope Observatory,Large Binocular Telescope,82.6147199,25.3324076,181.24794,-4.77532,83.32007,2.06412,,,100.0,,,,500.0,,,,,,,,,,,4.684,3.865,2.163,-0.181,,8.19951,7.98269,0,,A8Ve,,,,0.1161804238110855,0.8963426184839752,0.4278691615580251,1582724323,,,,,,,,2023-08-22,2023-07,2023-08-22,0,,,,,,,,,,,,,,,,,0.004,1.5,,,0,0,0,0,0,0,0,0,1,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,1,26.99064,3.5857,-26.7514,6.24048,159.537,8.573,8.270001,7.221,6.56,5.804,A,0,,,,,,Unknown
75 Cet c,c,75 Cet,HD 15779,HIP 11791,TIC 251095345,Gaia DR2 2500064286492779264,1,2023-08,2023,Radial Velocity,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,38.0391598,-1.0350269,169.94418,-54.44177,35.32138,-15.16759,2051.62,123.0,3.929,,2454284.9,0.023,,,,,,,,,,,,2.101,2.791,3.038,2.988,,5.09343,4.5054,0,[Fe/H],G3 III,,,,0.7874612811224289,0.6160993714255759,-0.0180636447604911,-1242211277,9.44,,,,,,,2023-09-19,2023-08,2023-09-19,0,,,,,,0.912,289.85951,Msini,0.912,289.85951,4809.0,0.1,,,1.714,2.69,,1.92,,10.38,0,0,0,1,0,0,0,0,0,0,Published Confirmed,2,2,0,0,1,1,0,0,0,0,1,38.5643962,-23.6193,-30.4851,12.0264,82.9613,6.366,5.3532,3.931,3.318,3.207,G,0,6.6180369038873526,,,,2.9291538835793145,Unknown
AU Mic d,d,AU Mic,HD 197481,HIP 102409,TIC 441420236,Gaia DR2 6794047652729201024,1,2023-12,2023,Transit Timing Variations,Ground,Multiple Observatories,Multiple Telescopes,311.2911369,-31.34245,12.65304,-36.80401,305.30682,-12.82465,12.73596,160.7894,,89.318,,0.00305,,,,,,,,,,,,,,,,,7.84038,6.755,0,[Fe/H],,,,,0.5635907971863006,-0.6417221188273906,-0.5201520311741507,1266543779,,,,,,,,2024-10-03,2023-12,2024-10-03,0,,,,0.00331,1.053,0.00331,1.053,Mass,,,3678.0,0.23,,,-1.038,4.4,0.02,0.51,1.75,0.74,0,0,0,0,0,0,0,0,0,0,Published Confirmed,1,3,0,0,1,0,1,0,0,0,1,456.8630854,281.424,-359.895,102.829,9.7221,10.209,8.81,5.436,4.831,4.529,,0,1.01736343290425,,,,,Unknown
GJ 341 b,b,GJ 341,HD 304636,HIP 45908,TIC 359271092,Gaia DR2 5299440441521812992,1,2025-02,2025,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,140.3993759,-60.2811692,279.58436,-7.30635,188.26755,-67.29483,7.57686,,,89.24,,0.0,,,13.8,,,2459301.771,2.23,,,,,,,,,,8.67538,7.66874,0,[Fe/H],M1,,,,-0.3819739717533797,0.3160033591641179,-0.868468630348812,1958908433,,0.079,0.88,0.016,24.5,,,2025-02-25,2025-02,2025-02-25,0,,,,0.01259,4.0,0.01259,4.0,Mass,,,3770.0,-0.16,,2.32,,4.72,,0.48,,0.51,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,1,0,0,0,0,0,0,859.6210218,-840.114,182.09,95.6279,10.454,10.924,9.49,6.442,5.793,5.587,M,1,0.88,0.3867849169271583,,-1.6384609843217988,,Unknown
HS Psc b,b,HS Psc,,,TIC 353804063,Gaia DR2 295713102534550272,1,2024-03,2024,Radial Velocity,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,24.347379,26.9528036,135.41792,-34.80236,32.50071,15.64502,3.986,176.25,0.0435,,2458486.71,0.27,,,,,,2458486.422,,14.9922,10.4387,9.9248,10.5715,7.515,7.557,7.481,7.599,11.8118,10.2865,9.521401,0,[Fe/H],K7 V,,1.09,,0.8121032197995954,0.3674874161859038,0.4532563946996647,547796854,268.0,,,,,,,2024-03-12,2024-03,2024-03-12,0,,,,,,1.46,464.02947,Msini,1.46,464.02947,4203.0,-0.05,,29.7,-0.914,4.66,0.133,0.69,,0.65,0,0,0,1,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,174.0383202,118.359,-127.595,26.5244,37.6604,12.705,10.769,8.429,7.784,7.642,K,0,7.741917178266528,,,,,Unknown
CI Tau c,c,CI Tau,,,TIC 61230756,Gaia DR2 145203159127518336,1,2024-03,2024,Radial Velocity,Multiple Locales,Multiple Observatories,Multiple Telescopes,68.4667685,22.8416192,175.46435,-16.63607,70.22299,0.86834,25.2,344.0,0.17,,2458821.9,0.58,,,,,,,,15.808,12.4044,11.6913,13.0358,6.756,6.032,4.367,2.412,14.066,12.1454,11.1809,0,,,12.126,,,0.3382579876094292,0.8572594985145257,0.388185118242628,-1269788764,300.0,,,,,,,2024-04-05,2024-03,2024-04-05,0,,,,,,3.6,1144.18227,Msini,3.6,1144.18227,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,1,19.2503713,8.90416,-17.0673,6.30079,157.998,15.56,13.642,9.48,8.431,7.793,,0,10.459198481821604,,,,,Unknown
IRAS 04125+2902 b,b,IRAS 04125+2902,,,TIC 56658270,Gaia DR2 164800235906366976,1,2024-11,2024,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,63.9283394,29.166542,167.73566,-15.43366,67.20811,7.76653,8.834978,,0.077,88.3,,,854.0,,,,,2458821.8251,5.995,19.7358,14.6598,16.9137,12.5717,9.038,8.893,8.598,4.739,16.8085,13.991,12.8131,0,,,,11.31,,0.3837699745689335,0.7843537140098786,0.4873498311667603,-87264233,,0.958,10.738,0.0679,11.42,,,2024-12-10,2024-11,2024-12-10,0,0.34,,,,,,,,,,4080.0,,,7.1,-0.332,,0.003,0.7,0.3609,1.45,0,0,1,0,0,0,0,0,0,0,Published Confirmed,2,1,0,0,0,0,0,0,0,0,0,21.6185632,12.3358,-17.7536,6.25187,159.244,18.123,15.642,10.709,9.756,9.376,,0,10.738,,,,,Unknown
TOI-2458 c,c,TOI-2458,HD 34562,,TIC 449197831,Gaia DR2 3233785128901216128,1,2024-09,2024,Radial Velocity,Ground,La Silla Observatory,3.6 m ESO Telescope,79.621529,1.253439,200.68939,-19.9431,78.81235,-21.78382,16.553,4.3,0.129,,2459168.39,0.29,,,,,,,,,,,,7.827,7.872,7.801,7.228,,9.09716,8.71008,0,[Fe/H],F9-F9.5,,8.9,,0.1801064467102883,0.9834038625751907,0.0218748925846253,126928714,2.63,,,,,,,2024-12-10,2024-09,2024-12-10,0,,,,,,0.03216,10.22,Msini,0.03216,10.22,6005.0,-0.1,,2.5,,4.2,5.7,1.05,0.659,1.31,0,0,0,1,0,0,0,0,0,0,Published Confirmed,1,2,0,0,0,0,0,0,0,0,0,99.3107096,-3.09084,-99.2626,8.82419,112.958,9.778,9.202,8.196,7.99,7.891,F,0,2.170119412684468,,,,,Unknown
KMT-2021-BLG-2609L b,b,KMT-2021-BLG-2609L,,,,,1,2024-09,2024,Microlensing,Ground,KMTNet,1.6 m wide-field telescope,263.518875,-27.5969389,359.78402,2.8649,264.23885,-4.28709,,,2.3,,,,,,,,,,,,,,,,,,,,,,0,,,,,,-0.1000338153862854,-0.8805645286362774,-0.4632486877335253,884155912,,,,,,,,2024-12-16,2024-09,2024-12-16,0,,,,0.032,10.17051,0.032,10.17051,Mass,,,,,,,,,,0.2,,,0,0,0,0,0,0,1,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,7,,,,,7480.0,,,,,,,0,2.166610833538229,,,,,Unknown
KMT-2022-BLG-0303L b,b,KMT-2022-BLG-0303L,,,,,1,2024-09,2024,Microlensing,Ground,KMTNet,1.6 m wide-field telescope,268.033125,-22.6890806,6.11047,1.96152,268.18137,0.73781,,,4.81,,,,,,,,,,,,,,,,,,,,,,0,,,,,,-0.031665601756182,-0.9220680499610576,-0.3857302177771808,615631849,,,,,,,,2024-12-16,2024-09,2024-12-16,0,,,,0.513,163.04597,0.513,163.04597,Mass,,,,,,,,,,0.37,,,0,0,0,0,0,0,1,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,2,,,,,6570.0,,,,,,,0,5.4630690479206,,,,,Unknown
HD 86728 b,b,HD 86728,HD 86728,HIP 49081,TIC 172954294,Gaia DR2 746545172372256384,1,2025-01,2025,Radial Velocity,Ground,Multiple Observatories,Multiple Telescopes,150.250054,31.9218216,195.01832,52.85093,140.99534,18.51763,31.1515,92.0,0.1916,,,0.067,,,,,,2459260.69,,,,,,,,,,,5.2094,4.7727,0,[Fe/H],,,,,-0.7369018222102969,0.4211731687712789,0.5287616346997043,-2146451210,1.97,,,,,,,2024-12-16,2025-01,2024-12-16,0,,,,,,0.02967,9.43,Msini,0.02967,9.43,5610.0,0.2,,2.4,0.135,4.25,,0.97,,1.24,0,0,0,1,0,0,0,0,0,0,Published Confirmed,1,1,0,0,1,3,4,0,0,0,0,681.3341342,-528.807,-429.627,66.9958,14.9202,6.045,5.37988,4.267,4.04,3.821,,0,2.112697074386623,,,,-1.3792394256843767,Unknown
KMT-2024-BLG-1044L b,b,KMT-2024-BLG-1044L,,,,,1,2024-12,2024,Microlensing,Ground,KMTNet,1.6 m wide-field telescope,271.564,-27.5925806,3.44844,-3.25093,271.38587,-4.16084,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.0241892875364353,-0.8859333983491656,-0.4631812734318804,-1976997732,,,,,,,,2025-01-09,2024-12,2025-01-09,0,,,,0.02438,7.75,0.02438,7.75,Mass,,,,,,,,,,0.07,,,0,0,0,0,0,0,1,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,2,,,,,7140.0,,,,,,,0,1.9789458048402029,,,,,Unknown
KMT-2022-BLG-2286L b,b,KMT-2022-BLG-2286L,,,,,1,2024-11,2024,Microlensing,Ground,KMTNet,1.6 m wide-field telescope,269.16525,-28.8549194,1.30538,-2.03545,269.26175,-5.41777,,,2.02,,,,,,,,,,,,,,,,,,,,,,0,,,,,,-0.0127598462298648,-0.8757515529421885,-0.4825934146292667,1277536191,,,,,,,,2025-01-09,2024-11,2025-01-09,0,,,,19.0,6038.73973,19.0,6038.73973,Mass,,,,,,,,,,0.2,,,0,0,0,0,0,0,1,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,2,,,,,7320.0,,,,,,,0,18.21023026062656,,,,,Unknown
KMT-2023-BLG-1743L b,b,KMT-2023-BLG-1743L,,,,,1,2024-11,2024,Microlensing,Ground,KMTNet,1.6 m wide-field telescope,269.16525,-28.8549194,1.30538,-2.03545,269.26175,-5.41777,,,1.16,,,,,,,,,,,,,,,,,,,,,,0,,,,,,-0.0127598462298648,-0.8757515529421885,-0.4825934146292667,1277536191,,,,,,,,2025-01-09,2024-11,2025-01-09,0,,,,20.0,6356.56814,20.0,6356.56814,Mass,,,,,,,,,,0.11,,,0,0,0,0,0,0,1,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,1,,,,,7130.0,,,,,,,0,18.524261463245207,,,,,Unknown
TOI-4504 d,d,TOI-4504,,,TIC 349972412,Gaia DR2 5289275864525400704,1,2024-12,2024,Transit Timing Variations,Ground,Multiple Observatories,Multiple Telescopes,114.4673065,-62.0782776,273.98618,-18.60529,168.46376,-78.58352,40.5634,98.3,0.2219,85.0,,0.0445,,,,,,,,,,,,11.162,11.222,11.238,9.544,,13.1277,12.5542,0,[Fe/H],K1 V,,,9.89,-0.1939430952578773,0.4262136043665048,-0.88358816156324,892222422,90.837,,,,,,,2025-01-09,2024-12,2025-01-09,0,,,,1.4166,450.23572,1.4166,450.23572,Mass,,,5315.0,0.16,,1.9,-0.208,4.46,10.0,0.89,1.607,0.92,0,0,0,1,0,0,0,0,0,0,Published Confirmed,1,3,0,0,0,0,0,0,0,0,0,12.0072064,-8.65843,-8.31893,2.88993,342.605,14.239,13.364,11.714,11.319,11.236,K,0,7.664432123405638,,,,,Unknown
HD 73344 c,c,HD 73344,HD 73344,HIP 42403,TIC 175193677,Gaia DR2 666427539629086976,1,2024-08,2025,Radial Velocity,Ground,Multiple Observatories,Multiple Telescopes,129.6894456,23.6852651,201.24412,33.43766,125.94923,5.06302,65.94,112.0,0.3388,,,0.124,,,,,,2455482.98,,,,,,5.582,5.421,5.619,5.536,,6.7468,6.3687,0,[Fe/H],,6.793,9.03,,-0.5848320046187947,0.7046976446550303,0.4017122801100491,-463656631,16.36,,,,,,,2025-01-22,2024-08,2025-01-22,0,,,,,,0.373,118.55,Msini,0.373,118.55,6148.0,0.16,,5.67,,4.36,,1.19,,1.22,0,0,0,1,0,0,0,0,0,0,Published Confirmed,1,3,0,0,1,0,0,0,0,0,0,156.1167168,-47.3026,-148.778,28.3319,35.26,7.438,6.89351,5.836,5.64,5.567,,0,4.912476880069543,,,,,Unknown
